team,GAME_DATE,pts_5,reb_5,ast_5,win_pct_5,days_rest,back2back,home,opp,W
ATL,2024-10-30,117.6,42.6,26.8,0.4,2.0,0,0,WAS,0
ATL,2024-11-01,116.6,41.6,27.8,0.2,2.0,0,1,SAC,0
ATL,2024-11-03,116.8,42.0,28.6,0.2,2.0,0,0,NOP,1
ATL,2024-11-04,114.6,40.8,28.4,0.2,1.0,1,1,BOS,0
ATL,2024-11-06,115.0,42.6,28.2,0.4,2.0,0,1,NYK,1
ATL,2024-11-08,115.2,43.2,28.6,0.4,2.0,0,0,DET,0
ATL,2024-11-09,114.8,43.0,28.8,0.4,1.0,1,1,CHI,0
ATL,2024-11-12,113.0,43.6,30.0,0.4,3.0,0,0,BOS,1
ATL,2024-11-15,120.2,46.0,31.0,0.6,3.0,0,1,WAS,1
ATL,2024-11-17,118.0,45.8,30.8,0.4,2.0,0,0,POR,0
ATL,2024-11-18,115.6,44.4,31.6,0.6,1.0,1,0,SAC,1
ATL,2024-11-20,112.4,49.6,30.8,0.6,2.0,0,0,GSW,0
ATL,2024-11-22,113.4,49.2,30.2,0.4,2.0,0,0,CHI,0
ATL,2024-11-25,111.4,46.0,31.0,0.2,3.0,0,1,DAL,0
ATL,2024-11-27,116.4,46.8,32.8,0.4,2.0,0,0,CLE,1
ATL,2024-11-29,118.0,50.0,32.6,0.4,2.0,0,1,CLE,1
ATL,2024-11-30,120.0,46.8,32.6,0.6,1.0,1,0,CHA,1
ATL,2024-12-02,120.4,48.6,32.2,0.8,2.0,0,1,NOP,1
ATL,2024-12-04,120.4,51.6,31.6,1.0,2.0,0,0,MIL,1
ATL,2024-12-06,120.2,51.0,31.8,1.0,2.0,0,1,LAL,1
ATL,2024-12-08,119.0,49.4,30.4,0.8,2.0,0,1,DEN,0
ATL,2024-12-11,119.2,51.2,30.4,0.8,3.0,0,0,NYK,1
ATL,2024-12-14,114.8,49.8,29.0,0.6,3.0,0,0,MIL,0
ATL,2024-12-19,116.2,49.6,29.6,0.4,5.0,0,0,SAS,0
ATL,2024-12-21,111.8,48.2,27.4,0.2,2.0,0,1,MEM,0
ATL,2024-12-23,113.0,46.8,27.6,0.4,2.0,0,1,MIN,1
ATL,2024-12-26,119.6,44.0,28.6,0.4,3.0,0,1,CHI,1
ATL,2024-12-28,123.2,44.6,30.8,0.6,2.0,0,1,MIA,1
ATL,2024-12-29,125.2,42.0,30.4,0.8,1.0,1,0,TOR,1
ATL,2025-01-01,126.8,42.6,31.4,0.8,3.0,0,0,DEN,0
ATL,2025-01-03,123.8,42.8,30.4,0.6,2.0,0,0,LAL,0
ATL,2025-01-04,116.6,42.6,30.0,0.4,1.0,1,0,LAC,0
ATL,2025-01-07,117.4,42.0,30.2,0.4,3.0,0,0,UTA,1
ATL,2025-01-09,113.2,40.4,30.6,0.2,2.0,0,0,PHX,0
ATL,2025-01-14,113.6,42.4,28.2,0.4,5.0,0,1,PHX,1
ATL,2025-01-15,115.2,44.8,29.4,0.6,1.0,1,0,CHI,1
ATL,2025-01-18,118.0,47.2,28.8,0.8,3.0,0,0,BOS,1
ATL,2025-01-20,115.2,46.6,26.4,0.6,2.0,0,0,NYK,0
ATL,2025-01-22,113.0,49.6,25.0,0.6,2.0,0,1,DET,0
ATL,2025-01-23,112.4,46.0,26.6,0.4,1.0,1,1,TOR,0
ATL,2025-01-25,109.2,44.4,26.6,0.2,2.0,0,1,TOR,0
ATL,2025-01-27,103.8,43.6,26.0,0.0,2.0,0,0,MIN,0
ATL,2025-01-28,101.0,43.4,25.2,0.0,1.0,1,1,HOU,0
ATL,2025-01-30,103.2,41.2,25.8,0.0,2.0,0,0,CLE,0
ATL,2025-02-01,104.8,42.8,26.0,0.0,2.0,0,0,IND,0
ATL,2025-02-03,112.4,41.6,25.8,0.2,2.0,0,0,DET,1
ATL,2025-02-05,119.0,40.4,27.6,0.2,2.0,0,1,SAS,0
ATL,2025-02-07,122.8,42.8,29.6,0.4,2.0,0,1,MIL,1
ATL,2025-02-08,124.8,43.8,31.2,0.6,1.0,1,0,WAS,1
ATL,2025-02-10,121.8,42.8,30.8,0.8,2.0,0,0,ORL,1
ATL,2025-02-12,125.0,44.8,34.0,0.6,2.0,0,0,NYK,0
ATL,2025-02-20,121.6,46.0,31.4,0.6,8.0,0,1,ORL,0
ATL,2025-02-23,127.2,43.6,31.6,0.4,3.0,0,1,DET,0
ATL,2025-02-24,121.8,45.4,30.2,0.4,1.0,1,1,MIA,1
ATL,2025-02-26,121.2,44.2,30.2,0.2,2.0,0,0,MIA,0
ATL,2025-02-28,115.4,44.0,27.0,0.2,2.0,0,1,OKC,0
ATL,2025-03-03,120.2,40.2,30.0,0.4,3.0,0,0,MEM,1
ATL,2025-03-04,115.8,41.6,30.6,0.4,1.0,1,1,MIL,0
ATL,2025-03-06,121.0,40.2,31.2,0.4,2.0,0,1,IND,1
ATL,2025-03-08,123.2,43.2,30.0,0.6,2.0,0,1,IND,1
ATL,2025-03-10,125.8,43.6,31.4,0.8,2.0,0,1,PHI,1
ATL,2025-03-12,124.0,45.8,29.6,0.8,2.0,0,1,CHA,1
ATL,2025-03-14,119.4,45.2,28.0,0.8,2.0,0,1,LAC,0
ATL,2025-03-16,117.4,44.2,27.0,0.6,2.0,0,0,BKN,0
ATL,2025-03-18,120.2,43.8,27.8,0.6,2.0,0,0,CHA,1
ATL,2025-03-22,118.6,43.4,28.4,0.6,4.0,0,1,GSW,1
ATL,2025-03-23,120.4,42.6,30.2,0.6,1.0,1,1,PHI,1
ATL,2025-03-25,123.6,42.2,31.6,0.6,2.0,0,0,HOU,0
ATL,2025-03-27,123.2,41.8,31.6,0.6,2.0,0,0,MIA,0
ATL,2025-03-30,125.4,41.8,33.4,0.6,3.0,0,0,MIL,1
ATL,2025-04-01,123.2,41.6,31.2,0.4,2.0,0,1,POR,0
ATL,2025-04-02,120.4,42.4,30.0,0.2,1.0,1,0,DAL,0
ATL,2025-04-05,118.6,41.6,28.4,0.2,3.0,0,1,NYK,0
ATL,2025-04-06,125.6,42.8,31.6,0.4,1.0,1,1,UTA,1
ATL,2025-04-08,119.0,41.8,29.4,0.2,2.0,0,0,ORL,0
ATL,2025-04-10,123.0,43.0,31.4,0.4,2.0,0,0,BKN,1
ATL,2025-04-11,124.2,45.0,31.2,0.6,1.0,1,0,PHI,1
ATL,2025-04-13,126.6,46.2,32.8,0.8,2.0,0,1,ORL,1
BKN,2024-10-30,118.0,40.4,26.0,0.4,1.0,1,0,MEM,1
BKN,2024-11-01,118.8,41.0,28.6,0.6,2.0,0,1,CHI,1
BKN,2024-11-03,117.0,39.0,28.8,0.6,2.0,0,1,DET,0
BKN,2024-11-04,115.2,37.0,29.8,0.6,1.0,1,1,MEM,1
BKN,2024-11-08,108.2,39.0,27.2,0.6,4.0,0,0,BOS,0
BKN,2024-11-09,104.4,39.4,26.0,0.4,1.0,1,0,CLE,0
BKN,2024-11-11,101.8,39.4,24.0,0.4,2.0,0,0,NOP,1
BKN,2024-11-13,106.2,40.8,24.6,0.4,2.0,0,1,BOS,0
BKN,2024-11-15,109.4,40.8,24.4,0.2,2.0,0,0,NYK,0
BKN,2024-11-17,109.4,37.6,25.8,0.2,2.0,0,0,NYK,0
BKN,2024-11-19,112.6,37.6,27.8,0.4,2.0,0,1,CHA,1
BKN,2024-11-22,110.8,35.2,28.6,0.2,3.0,0,0,PHI,0
BKN,2024-11-24,109.6,34.6,28.2,0.4,2.0,0,0,SAC,1
BKN,2024-11-25,110.8,35.6,27.4,0.6,1.0,1,0,GSW,1
BKN,2024-11-27,115.4,35.8,27.6,0.8,2.0,0,0,PHX,1
BKN,2024-11-29,112.2,35.6,25.8,0.6,2.0,0,1,ORL,0
BKN,2024-12-01,111.0,35.4,24.0,0.6,2.0,0,1,ORL,0
BKN,2024-12-02,109.8,37.4,24.0,0.4,1.0,1,0,CHI,0
BKN,2024-12-04,104.0,37.6,24.2,0.4,2.0,0,1,IND,1
BKN,2024-12-08,101.2,36.4,22.6,0.2,4.0,0,1,MIL,0
BKN,2024-12-13,105.0,37.6,24.2,0.2,5.0,0,0,MEM,0
BKN,2024-12-16,106.8,38.0,25.4,0.2,3.0,0,1,CLE,0
BKN,2024-12-19,106.6,40.4,24.2,0.4,3.0,0,0,TOR,1
BKN,2024-12-21,105.6,41.8,24.2,0.2,2.0,0,1,UTA,0
BKN,2024-12-23,102.0,44.2,24.0,0.2,2.0,0,0,MIA,0
BKN,2024-12-26,100.4,43.6,23.0,0.4,3.0,0,0,MIL,1
BKN,2024-12-27,97.6,45.6,22.4,0.4,1.0,1,1,SAS,0
BKN,2024-12-29,97.6,42.6,23.2,0.2,2.0,0,0,ORL,0
BKN,2025-01-01,101.4,39.0,24.0,0.2,3.0,0,0,TOR,0
BKN,2025-01-02,105.0,40.8,24.6,0.4,1.0,1,0,MIL,1
BKN,2025-01-04,101.6,41.0,24.0,0.2,2.0,0,1,PHI,0
BKN,2025-01-06,104.0,42.2,24.2,0.2,2.0,0,1,IND,0
BKN,2025-01-08,103.4,42.2,24.6,0.2,2.0,0,1,DET,0
BKN,2025-01-10,101.8,43.6,24.2,0.2,2.0,0,0,DEN,0
BKN,2025-01-12,101.4,44.2,24.2,0.0,2.0,0,0,UTA,0
BKN,2025-01-14,109.0,45.2,27.0,0.2,2.0,0,0,POR,1
BKN,2025-01-15,102.6,42.8,25.4,0.2,1.0,1,0,LAC,0
BKN,2025-01-17,103.2,44.2,26.2,0.2,2.0,0,0,LAL,0
BKN,2025-01-19,102.4,44.6,26.0,0.2,2.0,0,0,OKC,0
BKN,2025-01-21,99.2,43.2,25.0,0.2,2.0,0,1,NYK,0
BKN,2025-01-22,89.6,44.8,21.0,0.0,1.0,1,1,PHX,0
BKN,2025-01-25,95.6,44.0,22.6,0.0,3.0,0,1,MIA,0
BKN,2025-01-27,94.6,42.8,20.8,0.0,2.0,0,1,SAC,0
BKN,2025-01-29,95.2,42.6,21.2,0.2,2.0,0,0,CHA,1
BKN,2025-02-01,98.2,42.4,21.8,0.4,3.0,0,0,HOU,1
BKN,2025-02-04,101.2,39.8,23.8,0.6,3.0,0,1,HOU,1
BKN,2025-02-05,102.2,40.2,24.4,0.6,1.0,1,1,WAS,0
BKN,2025-02-07,103.4,43.8,24.0,0.8,2.0,0,1,MIA,1
BKN,2025-02-10,102.0,45.2,23.4,0.8,3.0,0,1,CHA,1
BKN,2025-02-12,100.0,46.0,23.2,0.8,2.0,0,1,PHI,1
BKN,2025-02-20,99.6,47.2,23.0,0.6,8.0,0,1,CLE,0
BKN,2025-02-22,100.2,47.6,23.2,0.8,2.0,0,0,PHI,1
BKN,2025-02-24,99.6,44.0,24.8,0.6,2.0,0,0,WAS,0
BKN,2025-02-26,104.4,43.8,26.2,0.4,2.0,0,1,OKC,0
BKN,2025-02-28,104.8,42.8,25.6,0.2,2.0,0,1,POR,0
BKN,2025-03-01,104.2,41.4,24.4,0.2,1.0,1,0,DET,0
BKN,2025-03-04,105.8,41.6,24.8,0.0,3.0,0,0,SAS,0
BKN,2025-03-06,109.8,40.2,25.8,0.0,2.0,0,1,GSW,0
BKN,2025-03-08,106.0,38.4,23.6,0.0,2.0,0,0,CHA,0
BKN,2025-03-10,107.8,38.8,24.0,0.2,2.0,0,1,LAL,1
BKN,2025-03-11,109.8,38.8,26.4,0.2,1.0,1,0,CLE,0
BKN,2025-03-13,109.2,40.8,27.0,0.2,2.0,0,0,CHI,0
BKN,2025-03-15,108.0,43.4,27.8,0.2,2.0,0,1,BOS,0
BKN,2025-03-16,112.0,44.0,30.4,0.4,1.0,1,1,ATL,1
BKN,2025-03-18,109.0,42.4,30.2,0.2,2.0,0,0,BOS,0
BKN,2025-03-20,108.0,44.2,28.0,0.2,2.0,0,0,IND,0
BKN,2025-03-22,106.6,43.8,25.6,0.2,2.0,0,0,IND,0
BKN,2025-03-24,104.2,42.2,24.8,0.2,2.0,0,1,DAL,0
BKN,2025-03-26,97.0,42.8,21.4,0.0,2.0,0,1,TOR,0
BKN,2025-03-28,97.8,43.6,22.6,0.0,2.0,0,1,LAC,0
BKN,2025-03-29,101.0,44.0,23.6,0.2,1.0,1,0,WAS,1
BKN,2025-03-31,103.0,42.4,26.0,0.4,2.0,0,0,DAL,1
BKN,2025-04-03,100.8,41.8,26.0,0.4,3.0,0,1,MIN,0
BKN,2025-04-06,105.4,42.4,27.8,0.4,3.0,0,1,TOR,0
BKN,2025-04-08,109.2,41.8,28.4,0.6,2.0,0,1,NOP,1
BKN,2025-04-10,108.0,40.2,29.6,0.4,2.0,0,1,ATL,0
BKN,2025-04-11,103.6,40.4,28.0,0.2,1.0,1,0,MIN,0
BKN,2025-04-13,106.6,42.0,26.2,0.2,2.0,0,1,NYK,0
BOS,2024-10-30,125.8,43.0,24.0,0.8,2.0,0,0,IND,0
BOS,2024-11-01,124.2,43.2,21.6,0.8,2.0,0,0,CHA,1
BOS,2024-11-02,122.4,42.2,22.0,0.8,1.0,1,0,CHA,1
BOS,2024-11-04,122.2,44.8,23.6,0.8,2.0,0,0,ATL,1
BOS,2024-11-06,120.8,46.6,23.2,0.6,2.0,0,1,GSW,0
BOS,2024-11-08,116.0,44.2,23.2,0.8,2.0,0,1,BKN,1
BOS,2024-11-10,113.8,44.4,24.4,0.8,2.0,0,0,MIL,1
BOS,2024-11-12,114.4,42.4,25.4,0.6,2.0,0,1,ATL,0
BOS,2024-11-13,117.6,41.4,27.0,0.6,1.0,1,0,BKN,1
BOS,2024-11-16,120.4,40.4,28.6,0.8,3.0,0,1,TOR,1
BOS,2024-11-19,122.8,41.0,30.4,0.8,3.0,0,1,CLE,1
BOS,2024-11-22,121.8,41.2,29.4,0.8,3.0,0,0,WAS,1
BOS,2024-11-24,120.0,42.4,28.8,1.0,2.0,0,1,MIN,1
BOS,2024-11-25,117.4,42.8,28.4,1.0,1.0,1,1,LAC,1
BOS,2024-11-29,119.8,44.6,27.2,1.0,4.0,0,0,CHI,1
BOS,2024-12-01,118.0,45.4,24.2,0.8,2.0,0,0,CLE,0
BOS,2024-12-02,118.0,47.6,24.8,0.8,1.0,1,1,MIA,1
BOS,2024-12-04,122.6,48.2,25.8,0.8,2.0,0,1,DET,1
BOS,2024-12-06,119.6,47.0,24.6,0.8,2.0,0,1,MIL,1
BOS,2024-12-07,116.2,47.0,25.0,0.6,1.0,1,1,MEM,0
BOS,2024-12-12,118.6,48.0,28.4,0.8,5.0,0,1,DET,1
BOS,2024-12-15,119.4,48.4,28.6,0.8,3.0,0,0,WAS,1
BOS,2024-12-19,115.0,48.8,26.8,0.6,4.0,0,1,CHI,0
BOS,2024-12-21,117.4,52.4,26.8,0.6,2.0,0,0,CHI,1
BOS,2024-12-23,114.0,50.4,24.2,0.6,2.0,0,0,ORL,0
BOS,2024-12-25,112.2,50.4,22.2,0.4,2.0,0,1,PHI,0
BOS,2024-12-27,118.2,49.6,23.2,0.4,2.0,0,1,IND,1
BOS,2024-12-29,119.4,48.8,24.2,0.4,2.0,0,1,IND,0
BOS,2024-12-31,119.8,46.8,24.6,0.4,2.0,0,1,TOR,1
BOS,2025-01-02,122.6,44.8,28.0,0.6,2.0,0,0,MIN,1
BOS,2025-01-03,121.6,42.8,27.2,0.8,1.0,1,0,HOU,1
BOS,2025-01-05,111.6,42.0,24.4,0.6,2.0,0,0,OKC,0
BOS,2025-01-07,112.4,42.0,25.2,0.8,2.0,0,0,DEN,1
BOS,2025-01-10,106.8,40.8,23.8,0.6,3.0,0,1,SAC,0
BOS,2025-01-12,107.2,45.6,22.4,0.6,2.0,0,1,NOP,1
BOS,2025-01-15,104.8,46.4,23.2,0.4,3.0,0,0,TOR,0
BOS,2025-01-17,110.6,45.0,24.8,0.6,2.0,0,1,ORL,1
BOS,2025-01-18,110.0,47.4,23.4,0.4,1.0,1,1,ATL,0
BOS,2025-01-20,115.6,48.8,25.6,0.6,2.0,0,0,GSW,1
BOS,2025-01-22,115.0,44.2,25.8,0.6,2.0,0,0,LAC,1
BOS,2025-01-23,114.8,43.6,25.6,0.6,1.0,1,0,LAL,0
BOS,2025-01-25,115.0,45.6,27.2,0.6,2.0,0,0,DAL,1
BOS,2025-01-27,114.4,43.2,26.8,0.6,2.0,0,1,HOU,0
BOS,2025-01-29,113.8,42.2,26.6,0.6,2.0,0,1,CHI,1
BOS,2025-01-31,114.0,42.8,28.2,0.6,2.0,0,0,NOP,1
BOS,2025-02-02,118.4,42.0,30.4,0.8,2.0,0,0,PHI,1
BOS,2025-02-04,116.4,42.4,29.0,0.8,2.0,0,0,CLE,1
BOS,2025-02-06,118.0,42.2,30.8,0.8,2.0,0,1,DAL,0
BOS,2025-02-08,119.8,42.8,28.6,0.8,2.0,0,0,NYK,1
BOS,2025-02-10,116.8,46.2,27.0,0.8,2.0,0,0,MIA,1
BOS,2025-02-12,116.4,49.8,25.2,0.8,2.0,0,1,SAS,1
BOS,2025-02-20,118.8,49.0,26.6,0.8,8.0,0,0,PHI,1
BOS,2025-02-23,118.4,50.8,26.0,1.0,3.0,0,1,NYK,1
BOS,2025-02-25,114.4,49.0,26.6,1.0,2.0,0,0,TOR,1
BOS,2025-02-26,113.2,45.0,26.0,0.8,1.0,1,0,DET,0
BOS,2025-02-28,113.2,41.8,25.0,0.6,2.0,0,1,CLE,0
BOS,2025-03-02,110.4,41.0,23.6,0.6,2.0,0,1,DEN,1
BOS,2025-03-05,112.4,41.6,23.0,0.6,3.0,0,1,POR,1
BOS,2025-03-06,114.8,43.0,24.6,0.6,1.0,1,1,PHI,1
BOS,2025-03-08,117.6,45.2,25.2,0.8,2.0,0,1,LAL,1
BOS,2025-03-10,117.2,46.6,26.8,1.0,2.0,0,1,UTA,1
BOS,2025-03-12,117.6,45.8,26.6,0.8,2.0,0,1,OKC,0
BOS,2025-03-14,112.6,43.6,25.4,0.8,2.0,0,0,MIA,1
BOS,2025-03-15,111.0,42.0,24.8,0.8,1.0,1,0,BKN,1
BOS,2025-03-18,109.6,43.0,24.8,0.8,3.0,0,1,BKN,1
BOS,2025-03-21,111.0,43.2,24.6,0.8,3.0,0,0,UTA,1
BOS,2025-03-23,114.4,42.6,25.8,1.0,2.0,0,0,POR,1
BOS,2025-03-24,116.4,43.4,27.8,1.0,1.0,1,0,SAC,1
BOS,2025-03-26,119.8,45.4,28.6,1.0,2.0,0,0,PHX,1
BOS,2025-03-29,123.2,46.6,30.2,1.0,3.0,0,0,SAS,1
BOS,2025-03-31,122.4,47.8,30.8,1.0,2.0,0,0,MEM,1
BOS,2025-04-02,117.2,48.8,29.4,0.8,2.0,0,1,MIA,0
BOS,2025-04-04,119.2,49.6,29.4,0.8,2.0,0,1,PHX,1
BOS,2025-04-06,117.6,52.4,29.4,0.8,2.0,0,1,WAS,1
BOS,2025-04-08,117.2,49.2,28.2,0.8,2.0,0,0,NYK,1
BOS,2025-04-09,109.0,47.0,26.2,0.6,1.0,1,0,ORL,0
BOS,2025-04-11,114.4,48.8,28.4,0.8,2.0,0,1,CHA,1
BOS,2025-04-13,108.4,48.8,27.2,0.8,2.0,0,1,CHA,1
CHA,2024-11-01,116.6,47.0,22.6,0.4,2.0,0,1,BOS,0
CHA,2024-11-02,115.2,42.6,23.4,0.2,1.0,1,1,BOS,0
CHA,2024-11-04,109.8,39.6,22.8,0.2,2.0,0,0,MIN,0
CHA,2024-11-06,110.2,39.8,23.2,0.4,2.0,0,1,DET,1
CHA,2024-11-08,103.2,43.4,21.6,0.4,2.0,0,1,IND,1
CHA,2024-11-10,102.4,45.0,22.0,0.4,2.0,0,0,PHI,0
CHA,2024-11-12,99.6,47.8,21.6,0.4,2.0,0,0,ORL,0
CHA,2024-11-16,104.0,50.8,22.8,0.6,4.0,0,1,MIL,1
CHA,2024-11-17,105.2,49.4,25.2,0.4,1.0,1,0,CLE,0
CHA,2024-11-19,107.6,47.0,25.6,0.2,2.0,0,0,BKN,0
CHA,2024-11-21,111.2,45.6,25.8,0.4,2.0,0,1,DET,1
CHA,2024-11-23,117.2,45.6,25.8,0.4,2.0,0,0,MIL,0
CHA,2024-11-25,111.0,45.4,23.6,0.2,2.0,0,1,ORL,0
CHA,2024-11-27,107.0,46.0,21.2,0.2,2.0,0,1,MIA,0
CHA,2024-11-29,103.6,45.0,21.2,0.2,2.0,0,1,NYK,0
CHA,2024-11-30,99.8,45.4,21.2,0.0,1.0,1,1,ATL,0
CHA,2024-12-03,96.8,45.2,21.2,0.0,3.0,0,1,PHI,0
CHA,2024-12-05,100.2,42.8,23.8,0.0,2.0,0,0,NYK,0
CHA,2024-12-07,101.8,41.6,23.6,0.0,2.0,0,1,CLE,0
CHA,2024-12-08,104.8,42.8,23.4,0.2,1.0,1,0,IND,1
CHA,2024-12-13,103.0,44.6,23.2,0.2,5.0,0,0,CHI,0
CHA,2024-12-16,103.8,42.8,24.8,0.2,3.0,0,1,PHI,0
CHA,2024-12-19,106.4,45.2,25.4,0.2,3.0,0,0,WAS,0
CHA,2024-12-20,105.6,46.6,25.6,0.2,1.0,1,0,PHI,0
CHA,2024-12-23,103.2,46.4,25.8,0.0,3.0,0,1,HOU,0
CHA,2024-12-26,106.2,45.6,27.6,0.0,3.0,0,0,WAS,0
CHA,2024-12-28,103.4,46.8,25.0,0.0,2.0,0,1,OKC,0
CHA,2024-12-30,102.2,47.6,23.6,0.0,2.0,0,1,CHI,0
CHA,2025-01-03,101.4,47.8,24.2,0.0,4.0,0,0,DET,0
CHA,2025-01-05,102.2,48.6,23.0,0.0,2.0,0,0,CLE,0
CHA,2025-01-07,103.2,50.4,21.4,0.2,2.0,0,1,PHX,1
CHA,2025-01-12,107.0,52.0,24.0,0.2,5.0,0,0,PHX,0
CHA,2025-01-15,108.8,49.8,24.8,0.4,3.0,0,0,UTA,1
CHA,2025-01-17,115.0,49.6,25.0,0.6,2.0,0,0,CHI,1
CHA,2025-01-20,116.0,49.8,26.8,0.8,3.0,0,1,DAL,1
CHA,2025-01-22,117.0,44.6,27.6,0.6,2.0,0,0,MEM,0
CHA,2025-01-24,113.8,43.4,25.6,0.6,2.0,0,1,POR,0
CHA,2025-01-25,115.0,44.0,25.8,0.6,1.0,1,1,NOP,1
CHA,2025-01-27,111.4,42.0,25.8,0.4,2.0,0,1,LAL,0
CHA,2025-01-29,106.0,42.6,23.8,0.2,2.0,0,1,BKN,0
CHA,2025-01-31,102.8,44.4,22.0,0.2,2.0,0,1,LAC,0
CHA,2025-02-01,104.2,45.4,24.2,0.2,1.0,1,1,DEN,0
CHA,2025-02-03,102.4,45.0,23.8,0.0,2.0,0,1,WAS,0
CHA,2025-02-05,101.4,46.4,22.8,0.0,2.0,0,1,MIL,0
CHA,2025-02-07,108.2,46.6,25.8,0.2,2.0,0,1,SAS,1
CHA,2025-02-09,107.8,45.6,27.2,0.2,2.0,0,0,DET,0
CHA,2025-02-10,104.8,43.4,24.6,0.2,1.0,1,0,BKN,0
CHA,2025-02-12,99.2,42.8,23.6,0.2,2.0,0,0,ORL,0
CHA,2025-02-19,98.8,44.0,23.4,0.4,7.0,0,0,LAL,1
CHA,2025-02-20,98.4,42.4,22.4,0.2,1.0,1,0,DEN,0
CHA,2025-02-22,95.6,42.4,21.2,0.2,2.0,0,0,POR,0
CHA,2025-02-24,95.4,41.8,22.4,0.2,2.0,0,0,SAC,0
CHA,2025-02-25,96.6,43.2,21.8,0.2,1.0,1,0,GSW,0
CHA,2025-02-27,95.8,45.0,22.8,0.0,2.0,0,0,DAL,0
CHA,2025-03-01,92.8,44.8,22.8,0.0,2.0,0,1,WAS,0
CHA,2025-03-03,95.4,46.8,23.0,0.0,2.0,0,1,GSW,0
CHA,2025-03-05,99.8,50.8,23.4,0.0,2.0,0,1,MIN,0
CHA,2025-03-07,104.8,49.4,25.6,0.0,2.0,0,1,CLE,0
CHA,2025-03-08,106.6,48.2,25.6,0.2,1.0,1,1,BKN,1
CHA,2025-03-10,107.6,46.6,25.2,0.4,2.0,0,0,MIA,1
CHA,2025-03-12,109.4,46.6,27.0,0.4,2.0,0,0,ATL,0
CHA,2025-03-14,116.4,42.0,30.2,0.6,2.0,0,0,SAS,1
CHA,2025-03-16,110.6,42.2,29.8,0.6,2.0,0,0,LAC,0
CHA,2025-03-18,110.0,40.0,29.8,0.4,2.0,0,1,ATL,0
CHA,2025-03-20,112.0,43.2,29.6,0.4,2.0,0,1,NYK,1
CHA,2025-03-21,111.2,39.6,29.6,0.4,1.0,1,0,OKC,0
CHA,2025-03-23,103.2,40.8,26.0,0.2,2.0,0,0,MIA,0
CHA,2025-03-25,106.4,39.6,25.8,0.2,2.0,0,1,ORL,0
CHA,2025-03-28,105.4,43.0,26.6,0.2,3.0,0,0,TOR,0
CHA,2025-03-30,101.2,42.6,25.6,0.0,2.0,0,0,NOP,0
CHA,2025-03-31,102.0,46.2,26.4,0.2,1.0,1,1,UTA,1
CHA,2025-04-02,102.0,47.0,25.6,0.2,2.0,0,0,IND,0
CHA,2025-04-04,101.6,48.4,23.8,0.2,2.0,0,1,SAC,0
CHA,2025-04-06,105.6,45.2,23.0,0.2,2.0,0,1,CHI,0
CHA,2025-04-08,106.8,42.8,23.4,0.2,2.0,0,1,MEM,0
CHA,2025-04-09,104.0,41.6,21.4,0.0,1.0,1,0,TOR,0
CHA,2025-04-11,101.8,42.4,22.4,0.0,2.0,0,0,BOS,0
CHA,2025-04-13,98.6,43.6,23.6,0.0,2.0,0,0,BOS,0
CHI,2024-10-30,113.4,51.6,27.6,0.6,2.0,0,1,ORL,1
CHI,2024-11-01,113.6,51.0,27.2,0.6,2.0,0,0,BKN,0
CHI,2024-11-04,112.2,49.0,28.4,0.4,3.0,0,1,UTA,0
CHI,2024-11-06,113.0,47.0,28.8,0.4,2.0,0,0,DAL,0
CHI,2024-11-07,111.6,43.4,27.6,0.2,1.0,1,1,MIN,0
CHI,2024-11-09,116.2,42.0,29.0,0.2,2.0,0,0,ATL,1
CHI,2024-11-11,116.4,43.4,29.4,0.2,2.0,0,1,CLE,0
CHI,2024-11-13,116.0,44.2,28.4,0.4,2.0,0,0,NYK,1
CHI,2024-11-15,121.4,41.2,29.8,0.4,2.0,0,0,CLE,0
CHI,2024-11-17,119.0,44.2,29.0,0.4,2.0,0,1,HOU,0
CHI,2024-11-18,118.4,44.0,28.6,0.4,1.0,1,0,DET,1
CHI,2024-11-20,117.0,40.4,28.4,0.4,2.0,0,0,MIL,0
CHI,2024-11-22,119.4,40.6,29.4,0.4,2.0,0,1,ATL,1
CHI,2024-11-23,120.4,40.4,28.8,0.4,1.0,1,1,MEM,0
CHI,2024-11-26,124.4,41.0,29.4,0.6,3.0,0,0,WAS,1
CHI,2024-11-27,123.8,39.2,29.8,0.4,1.0,1,0,ORL,0
CHI,2024-11-29,128.4,41.2,30.4,0.4,2.0,0,1,BOS,0
CHI,2024-12-02,126.8,43.8,29.8,0.4,3.0,0,1,BKN,1
CHI,2024-12-05,128.4,46.8,31.2,0.6,3.0,0,0,SAS,1
CHI,2024-12-06,127.6,44.4,32.0,0.4,1.0,1,1,IND,0
CHI,2024-12-08,123.8,44.0,31.8,0.4,2.0,0,1,PHI,0
CHI,2024-12-13,119.8,45.8,31.6,0.6,5.0,0,1,CHA,1
CHI,2024-12-16,118.6,43.2,31.6,0.6,3.0,0,0,TOR,1
CHI,2024-12-19,114.2,44.4,29.0,0.6,3.0,0,0,BOS,1
CHI,2024-12-21,109.2,45.4,28.0,0.6,2.0,0,1,BOS,0
CHI,2024-12-23,107.4,47.6,27.6,0.6,2.0,0,1,MIL,0
CHI,2024-12-26,112.2,44.4,29.4,0.4,3.0,0,0,ATL,0
CHI,2024-12-28,111.0,46.6,29.4,0.4,2.0,0,1,MIL,1
CHI,2024-12-30,110.6,48.0,31.0,0.4,2.0,0,0,CHA,1
